MSA,%hpi,rank,%hpi_lag,Employment,Employment_ Lag,Period ,Population 
"Abilene, TX",0.149704305,1,-0.009123529,0.68,2.26,1996-2000,0.028428796
"Albany, GA",0.126766649,1,-0.007567452,0.04,2.76,1996-2000,0.036046001
"Albany-Schenectady-Troy, NY",0.107624408,1,-0.014653049,1.66,-0.06,1996-2000,0.008184873
"Albuquerque, NM",0.106139446,1,-0.006383993,2.22,3.84,1996-2000,0.099914732
"Alexandria, LA",0.100374685,1,0.000398795,1.64,2,1996-2000,-0.020036388
"Allentown-Bethlehem-Easton, PA-NJ",0.096498505,1,-0.004062447,2.3,0.48,1996-2000,0.035399621
"Altoona, PA",0.094657632,1,0.007407161,1.4,0.88,1996-2000,-0.005369012
"Amarillo, TX",0.094293544,1,0.002926034,1.34,2.96,1996-2000,0.077783909
"Anchorage, AK",0.085221091,1,0.100691532,2.72,1.74,1996-2000,0.072368788
"Anniston-Oxford, AL",0.084101329,1,0.022086228,0.9,0.66,1996-2000,-0.016445095
"Appleton, WI",0.084000558,1,-0.029990025,2.28,2.98,1996-2000,0.066409783
"Asheville, NC",0.083513886,1,0.047689748,1.48,2.54,1996-2000,0.085489744
"Athens-Clarke County, GA",0.082401591,1,-0.017615849,0.94,2.5,1996-2000,0.102398525
"Atlanta-Sandy Springs-Alpharetta, GA",0.07939185,1,0.003785121,3.68,3.72,1996-2000,0.178677033
"Auburn-Opelika, AL",0.077274961,1,-0.009856265,1.64,2.26,1996-2000,0.149208527
"Augusta-Richmond County, GA-SC",0.075666579,1,0.036329338,1.14,0.14,1996-2000,0.072357395
"Austin-Round Rock-Georgetown, TX",0.075299664,1,0.039970614,5.32,5.98,1996-2000,0.215263327
"Bakersfield, CA",0.0748416,1,0.001945423,2.54,-0.16,1996-2000,0.103371934
"Bangor, ME",0.073566018,1,0.049233165,2.6,0.32,1996-2000,-0.004183192
"Barnstable Town, MA",0.073550182,1,-0.030114422,3.1,2.02,1996-2000,0.097598109
"Baton Rouge, LA",0.072878379,1,0.023555162,1.48,3.48,1996-2000,0.068304292
"Beaumont-Port Arthur, TX",0.069523216,1,0.05281255,1.52,0.78,1996-2000,0.032503707
"Bellingham, WA",0.067563428,1,0.058948704,2.6,2.42,1996-2000,0.142575234
"Billings, MT",0.066372897,1,0.091444953,2.44,3.44,1996-2000,0.067932165
"Binghamton, NY",0.066032063,1,0.028767731,1.4,-1.1,1996-2000,-0.023290386
"Birmingham-Hoover, AL",0.065158439,1,0.053838143,1.56,2.18,1996-2000,0.047077854
"Bismarck, ND",0.064539966,0,0.003217308,2.24,3.06,1996-2000,0.062958303
"Bloomington, IL",0.064115179,0,0.061061546,3.22,2.54,1996-2000,0.051810753
"Bloomington, IN",0.063269347,0,0.075853239,1.48,3.28,1996-2000,0.079130378
"Boise City, ID",0.062947285,0,0.042155968,4.58,5.92,1996-2000,0.208867494
"Boston, MA",0.062873308,0,0.042083858,2.3,0.84,1996-2000,0.032795867
"Brownsville-Harlingen, TX",0.060368016,0,0.041292477,3.96,3.42,1996-2000,0.135226767
"Buffalo-Cheektowaga, NY",0.059164155,0,0.053090209,0.7,-0.16,1996-2000,-0.008095153
"Burlington-South Burlington, VT",0.058679179,0,0.06812207,2.92,1.86,1996-2000,0.05737795
"Canton-Massillon, OH",0.05786698,0,0.029386876,1.16,1.16,1996-2000,0.016144487
"Casper, WY",0.055378805,0,-0.014459232,1.78,0.5,1996-2000,0.042438901
"Cedar Rapids, IA",0.055137611,0,-0.022397725,2.7,2.6,1996-2000,0.065782105
"Champaign-Urbana, IL",0.05451164,0,0.047818481,1.7,0.92,1996-2000,0.019018682
"Charleston, WV",0.054004011,0,0.041556863,1.5,1.76,1996-2000,0.00240872
"Charleston-North Charleston, SC",0.053895978,0,0.04279221,3.8,0.96,1996-2000,0.040755677
"Charlotte-Concord-Gastonia, NC-SC",0.053354998,0,0.049221861,3.5,3.04,1996-2000,0.135854791
"Charlottesville, VA",0.053128898,0,0.048437304,2.72,2.5,1996-2000,0.103242154
"Chattanooga, TN-GA",0.0530924,0,0.021497381,1.28,2.08,1996-2000,0.046986495
"Cheyenne, WY",0.052662517,0,0.039286443,1.52,2.04,1996-2000,0.056283001
"Chicago-Naperville-Evanston, IL",0.052654735,0,0.011315261,1.48,1.36,1996-2000,0.054218298
"Chico, CA",0.052617827,0,0.060912785,2.92,1.04,1996-2000,0.056214288
"Cincinnati, OH-KY-IN",0.052474078,0,0.06587807,1.88,1.32,1996-2000,0.043516615
"Clarksville, TN-KY",0.052444002,0,0.076525862,3.26,4.36,1996-2000,0.105383806
"Cleveland-Elyria, OH",0.05198311,0,0.037630622,1.16,1.02,1996-2000,0.014957667
"Colorado Springs, CO",0.051303851,0,0.017640891,3.8,5.9,1996-2000,0.141070657
"Columbia, MO",0.051299066,0,0.026803447,2.7,3.3,1996-2000,0.097876112
"Columbia, SC",0.050724749,0,0.04029489,1.88,2,1996-2000,0.088064014
"Columbus, GA-AL",0.050682511,0,0.067772953,1.24,2.82,1996-2000,0.026042852
"Columbus, OH",0.050559992,0,0.083807668,2.48,2.18,1996-2000,0.069913619
"Corpus Christi, TX",0.050285248,0,0.01815886,1.88,1.66,1996-2000,0.043207085
"Corvallis, OR",0.04996753,0,0.028258396,-0.38,4.02,1996-2000,0.050563875
"Cumberland, MD-WV",0.049585453,0,0.063704166,0.7,0.28,1996-2000,0.001793891
"Dallas-Plano-Irving, TX",0.049498794,0,0.054201471,4.44,2.68,1996-2000,0.137275323
"Danville, IL",0.048893295,0,0.035422153,0.1,0.62,1996-2000,0.006624122
"Davenport-Moline-Rock Island, IA-IL",0.048770718,0,0.069790379,1.44,1.08,1996-2000,0.011619458
"Dayton-Kettering, OH",0.048623993,0,0.057198672,0.68,0.84,1996-2000,0.111192825
"Decatur, AL",0.048458868,0,0.053753398,2.06,1.3,1996-2000,0.052987451
"Decatur, IL",0.048414955,0,0.049149266,1.1,0.18,1996-2000,-0.010722469
"Denver-Aurora-Lakewood, CO",0.048275373,0,0.042112192,3.8,3.38,1996-2000,0.141796273
"Des Moines-West Des Moines, IA",0.047897241,0,0.054685582,1.54,2.64,1996-2000,0.077299377
"Detroit-Dearborn-Livonia, MI",0.047497466,0,0.038327488,0.66,-0.08,1996-2000,0.025625787
"Dothan, AL",0.047467942,0,0.032787868,0.9,1.46,1996-2000,0.026198465
"Dover, DE",0.047447968,0,-0.020624586,1.34,3.86,1996-2000,0.068403669
"Dubuque, IA",0.04744213,0,0.019658825,0.76,2.14,1996-2000,0.01573218
"Duluth, MN-WI",0.047426927,0,0.034029907,1.8,2.06,1996-2000,0.007977481
"Eau Claire, WI",0.046894565,0,0.059790092,2.52,2.66,1996-2000,0.038497605
"El Paso, TX",0.046255073,0,0.044552125,1.88,2.48,1996-2000,0.071805451
"Elkhart-Goshen, IN",0.045681489,0,0.035365591,1.2,3.48,1996-2000,0.081781799
"Elmira, NY",0.045607703,0,0.056666476,0.96,0.08,1996-2000,-0.02190599
"Enid, OK",0.045596092,0,0.04425507,1.28,1.56,1996-2000,0.009455604
"Erie, PA",0.045366105,0,0.044257781,1.14,1.1,1996-2000,0.009518443
"Eugene-Springfield, OR",0.045252693,0,0.069390288,1.78,2.46,1996-2000,0.068434767
"Evansville, IN-KY",0.045099027,0,0.049895524,1.12,1.96,1996-2000,0.030373174
"Fargo, ND-MN",0.044985447,0,0.064070791,2.78,2.66,1996-2000,0.066514431
"Fayetteville, NC",0.044860449,0,0.039532044,1.44,3.74,1996-2000,0.050440404
"Fayetteville-Springdale-Rogers, AR",0.044815597,0,0.052546085,3,5.38,1996-2000,0.214557657
"Flagstaff, AZ",0.044765734,0,0.074937625,4.24,3.56,1996-2000,0.096583818
"Florence, SC",0.044674658,0,0.026714662,1.34,1.32,1996-2000,0.0487363
"Fort Collins, CO",0.044257849,0,0.041417562,4.18,4.98,1996-2000,0.16238133
"Fort Smith, AR-OK",0.043802804,0,0.056295287,1.72,3.52,1996-2000,0.085532117
"Fort Wayne, IN",0.043776829,0,0.023926845,1.02,1.34,1996-2000,0.049051114
"Fresno, CA",0.043560603,0,0.041669614,2.18,1.46,1996-2000,0.104960433
"Gadsden, AL",0.043440509,0,0.053511373,-0.08,2,1996-2000,0.01796267
"Gainesville, FL",0.043386711,0,0.045422584,2.58,2.84,1996-2000,0.095545146
"Glens Falls, NY",0.04264892,0,0.076284572,0.66,1.22,1996-2000,0.024197081
"Goldsboro, NC",0.042444287,0,0.051782035,1.34,1.72,1996-2000,0.040561408
"Grand Forks, ND-MN",0.042430393,0,0.041146111,0.26,2.7,1996-2000,-0.028028706
"Grand Junction, CO",0.042397919,0,0.053605664,3.7,3.8,1996-2000,0.117187446
"Grand Rapids-Kentwood, MI",0.042394582,0,0.052928411,2.38,3.56,1996-2000,0.077310333
"Great Falls, MT",0.042137153,0,0.035764981,1.1,1.58,1996-2000,0.017012994
"Green Bay, WI",0.042051172,0,0.049898973,2.62,3.86,1996-2000,0.07953254
"Greensboro-High Point, NC",0.042009254,0,0.056081931,1.68,2.4,1996-2000,0.091589825
"Greenville, NC",0.041955038,0,0.04362577,2.52,2.94,1996-2000,0.113437372
"Greenville-Anderson, SC",0.041911155,0,0.101972844,2.6,2.34,1996-2000,0.076467117
"Harrisburg-Carlisle, PA",0.041257677,0,0.019576416,1.3,1.82,1996-2000,0.034618456
"Hattiesburg, MS",0.041047139,0,0.09701698,2.06,2.12,1996-2000,0.063491133
"Hickory-Lenoir-Morganton, NC",0.040765452,0,0.057241595,1.12,1.86,1996-2000,0.081242379
"Houma-Thibodaux, LA",0.040577047,0,-0.001425639,3.82,2.42,1996-2000,0.031326416
"Houston-The Woodlands-Sugar Land, TX",0.040536626,0,0.025006692,3.12,1.76,1996-2000,0.118711862
"Huntington-Ashland, WV-KY-OH",0.040479902,0,0.051236768,1.26,1.7,1996-2000,0.004802422
"Huntsville, AL",0.040429451,0,0.032391136,2.28,1.18,1996-2000,0.080893778
"Indianapolis-Carmel-Anderson, IN",0.040156128,0,0.089501551,1.88,2.56,1996-2000,0.079087868
"Iowa City, IA",0.040058558,0,0.023473967,2.26,2.36,1996-2000,0.074653865
"Jackson, MI",0.039896507,0,0.028596969,1.64,1.62,1996-2000,0.028526842
"Jackson, MS",0.039641961,0,0.045371392,1.96,2.5,1996-2000,0.055857113
"Jackson, TN",0.039595479,0,0.041679307,2.94,2.84,1996-2000,0.087452553
"Jacksonville, FL",0.039582678,0,0.029736,3.1,3.12,1996-2000,0.101678753
"Jacksonville, NC",0.039450562,0,0.027281874,3,3.08,1996-2000,0.001723711
"Janesville-Beloit, WI",0.039440918,0,0.051790686,0.52,1.74,1996-2000,0.044857977
"Johnson City, TN",0.03908086,0,0.053532068,0.44,1.96,1996-2000,0.049289026
"Johnstown, PA",0.038973115,0,0.030945697,0.26,0.78,1996-2000,-0.018040676
"Jonesboro, AR",0.038698416,0,0.053546521,1.4,3.54,1996-2000,0.091471667
"Joplin, MO",0.038339581,0,0.048942491,1.54,3.16,1996-2000,0.079872939
"Kalamazoo-Portage, MI",0.038318618,0,0.048860031,1.36,1.84,1996-2000,0.026880354
"Kansas City, MO-KS",0.03807814,0,0.034790646,1.44,2.02,1996-2000,0.059267753
"Killeen-Temple, TX",0.037867074,0,0.12810837,2.38,4.86,1996-2000,0.107165661
"Knoxville, TN",0.037726135,0,0.057538425,1.16,2.9,1996-2000,0.082986575
"Kokomo, IN",0.037698049,0,0.050688433,-1.26,2.62,1996-2000,0.023424409
"La Crosse-Onalaska, WI-MN",0.037639731,0,0.056253376,1.28,2.44,1996-2000,0.043869809
"Lafayette, LA",0.03762593,0,0.045706191,2.24,2.88,1996-2000,0.05734086
"Lafayette-West Lafayette, IN",0.037581172,0,0.064164514,1.86,1.88,1996-2000,0.063726527
"Lake Charles, LA",0.037574273,0,0.048380435,0.54,3.18,1996-2000,0.044915958
"Lakeland-Winter Haven, FL",0.037299547,0,0.041725448,2.72,1.54,1996-2000,0.092587808
"Lancaster, PA",0.037216814,0,0.088384528,2.12,1.22,1996-2000,0.055052168
"Lansing-East Lansing, MI",0.0368357,0,0.028689096,0.84,1.32,1996-2000,0.017247727
"Laredo, TX",0.036779938,0,0.062091399,4.86,3.8,1996-2000,0.203911522
"Las Cruces, NM",0.036756726,0,-0.000626758,3.1,2.32,1996-2000,0.13537259
"Las Vegas-Henderson-Paradise, NV",0.03670804,0,0.020442442,6.56,6.42,1996-2000,0.353976448
"Lawrence, KS",0.036594693,0,0.032266826,2.86,3.5,1996-2000,0.105467873
"Lawton, OK",0.036581248,0,0.07920794,0.74,0.78,1996-2000,0.015619896
"Lewiston-Auburn, ME",0.036298038,0,0.010271182,2.46,0.72,1996-2000,-0.015323589
"Lexington-Fayette, KY",0.036276503,0,0.004050075,2.32,2.82,1996-2000,0.086497458
"Lima, OH",0.036275045,0,0.046248435,1.5,0.6,1996-2000,0.002407365
"Lincoln, NE",0.036252541,0,-0.022372812,2.02,2.72,1996-2000,0.082381388
"Little Rock-North Little Rock-Conway, AR",0.036063417,0,0.102831158,1.38,2.88,1996-2000,0.06669579
"Longview, TX",0.035899942,0,0.018516516,2.28,2,1996-2000,0.037926116
"Los Angeles-Long Beach-Glendale, CA",0.03575605,0,0.04345606,1.78,-1.56,1996-2000,0.061492741
"Louisville/Jefferson County, KY-IN",0.035555862,0,0.040143729,1.72,1.98,1996-2000,0.039667834
"Lubbock, TX",0.035543272,0,0.076114208,2.12,2.12,1996-2000,0.04393333
"Lynchburg, VA",0.03547508,0,0.021519505,1.46,1.48,1996-2000,0.052710763
"Macon-Bibb County, GA",0.035455176,0,0.067692857,0.68,2.56,1996-2000,0.052977936
"Madison, WI",0.035411411,0,0.035802793,2.34,2.44,1996-2000,0.077927212
"Mansfield, OH",0.034731132,0,0.025637986,-0.66,1.9,1996-2000,0.005190344
"McAllen-Edinburg-Mission, TX",0.034709995,0,0.00912601,4.9,4.32,1996-2000,0.218497361
"Medford, OR",0.034566807,0,0.07047599,3.1,3.36,1996-2000,0.11277548
"Memphis, TN-MS-AR",0.034462058,0,0.038627808,1.92,2.94,1996-2000,0.061780288
"Merced, CA",0.034275689,0,0.03078423,2.3,1.92,1996-2000,0.086377273
"Miami-Miami Beach-Kendall, FL",0.03415169,0,0.033102746,2.24,1.42,1996-2000,0.101899895
"Milwaukee-Waukesha, WI",0.03375644,0,0.064711926,1.44,1.28,1996-2000,0.025311166
"Minneapolis-St. Paul-Bloomington, MN-WI",0.033706599,0,0.016520632,2.38,2.4,1996-2000,0.081368605
"Missoula, MT",0.033653071,0,0.011479936,3.62,3.8,1996-2000,0.10340715
"Mobile, AL",0.033543336,0,0.053217757,2,3.32,1996-2000,0.064330407
"Modesto, CA",0.033508855,0,0.035209518,3.16,1.16,1996-2000,0.098361507
"Monroe, LA",0.033449225,0,0.043204139,1.92,3.08,1996-2000,0.017633974
"Montgomery, AL",0.032809721,0,0.052947417,1.72,2.18,1996-2000,0.067044235
"Muncie, IN",0.032489693,0,0.049550053,-1,2.1,1996-2000,-0.003725842
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.032167271,0,0.078685771,3.28,4.96,1996-2000,0.168322207
"Naples-Marco Island, FL",0.032133488,0,0.029538246,7.32,3.44,1996-2000,0.285581429
"Nashville-Davidson--Murfreesboro--Franklin, TN",0.032084662,0,0.037671471,2.26,3.5,1996-2000,0.118046928
"New Orleans-Metairie, LA",0.031734056,0,0.007957499,1.12,1.92,1996-2000,0.020202536
"New York-Jersey City-White Plains, NY-NJ",0.031526991,0,0.054738902,2.26,-0.56,1996-2000,0.041350825
"Ocala, FL",0.031214119,0,0.042685984,2.96,3.22,1996-2000,0.152784652
"Odessa, TX",0.03114257,0,0.052199725,1.8,1.92,1996-2000,0.025364979
"Oklahoma City, OK",0.030911985,0,0.039087024,2.3,2.4,1996-2000,0.062944886
"Omaha-Council Bluffs, NE-IA",0.030818199,0,0.032323505,2.18,2.12,1996-2000,0.058794154
"Orlando-Kissimmee-Sanford, FL",0.030793344,0,0.015887473,5.24,4.04,1996-2000,0.158732493
"Owensboro, KY",0.03056523,0,0.020028964,1.52,2.3,1996-2000,0.024675769
"Panama City, FL",0.03019423,0,0.003312643,1.5,2.26,1996-2000,0.080332417
"Parkersburg-Vienna, WV",0.030027351,0,0.061066725,0.96,1.76,1996-2000,0.006907876
"Pensacola-Ferry Pass-Brent, FL",0.029960989,0,0.000726346,0.58,2.48,1996-2000,0.093940946
"Peoria, IL",0.029890941,0,0.02759985,1.48,1.2,1996-2000,0.012037919
"Philadelphia, PA",0.029698755,0,0.075023356,0.78,-1.32,1996-2000,0.02476787
"Phoenix-Mesa-Chandler, AZ",0.029493364,0,0.038864558,4.94,4.54,1996-2000,0.205286741
"Pine Bluff, AR",0.029367749,0,0.044748569,0.46,1.44,1996-2000,-0.00709643
"Pittsburgh, PA",0.029362721,0,0.033847798,1.52,0.6,1996-2000,-0.007569116
"Pittsfield, MA",0.029266476,0,0.053170463,0.86,-0.96,1996-2000,-0.022786243
"Pocatello, ID",0.029079334,0,0.056605788,2.78,5.48,1996-2000,0.069800631
"Portland-South Portland, ME",0.028910258,0,0.047527138,2.92,1.44,1996-2000,0.049525549
"Portland-Vancouver-Hillsboro, OR-WA",0.028597423,0,0.041474344,2.58,3.38,1996-2000,0.123848309
"Providence-Warwick, RI-MA",0.028281988,0,0.003806052,1.64,0.72,1996-2000,0.023638709
"Provo-Orem, UT",0.028260492,0,0.043509404,3.44,5.44,1996-2000,0.182430147
"Pueblo, CO",0.028174014,0,0.026945679,2.56,2.6,1996-2000,0.07224165
"Punta Gorda, FL",0.028108507,0,0.086056217,2.94,2.14,1996-2000,0.129693035
"Raleigh-Cary, NC",0.027782992,0,0.091915001,4,4.22,1996-2000,0.178354615
"Rapid City, SD",0.027779279,0,0.015089467,1.76,3.06,1996-2000,0.043448384
"Reading, PA",0.027778954,0,0.033527885,1.6,0.68,1996-2000,0.053702823
"Redding, CA",0.027468705,0,0.016108927,2.46,1.04,1996-2000,0.053713965
"Reno, NV",0.027427369,0,0.039991581,2.88,3.34,1996-2000,0.154581511
"Richmond, VA",0.027346155,0,0.024449468,2.16,1.68,1996-2000,0.072933013
"Roanoke, VA",0.027296371,0,0.054042344,1.74,1.46,1996-2000,0.025197409
"Rochester, MN",0.027118544,0,0.050569514,3.94,1.26,1996-2000,0.08039298
"Rochester, NY",0.026852934,0,0.043789044,1,0.6,1996-2000,0.016676018
"Rockford, IL",0.026742299,0,0.064210697,0.96,2.3,1996-2000,0.061161234
"Rocky Mount, NC",0.026666645,0,0.029255651,0.06,1.56,1996-2000,0.036092031
"Sacramento-Roseville-Folsom, CA",0.026187894,0,0.021817892,3.68,1.56,1996-2000,0.101448698
"Saginaw, MI",0.026143685,0,0.07378118,0.82,1.74,1996-2000,0.00468451
"Salinas, CA",0.026080565,0,0.062165272,3.18,-0.02,1996-2000,0.062837616
"Salt Lake City, UT",0.025795079,0,0.063978322,3.46,4.78,1996-2000,0.115374075
"San Angelo, TX",0.025728166,0,0.043728231,1.26,2.18,1996-2000,0.027808118
"San Antonio-New Braunfels, TX",0.02555098,0,-0.001296319,2.94,3.58,1996-2000,0.096369552
"San Diego-Chula Vista-Carlsbad, CA",0.025034373,0,0.004648272,3.98,0.42,1996-2000,0.061332715
"San Francisco-San Mateo-Redwood City, CA",0.024987541,0,-0.000933623,3.24,0.02,1996-2000,0.060990843
"San Luis Obispo-Paso Robles, CA",0.024793015,0,0.025511482,4.32,0.8,1996-2000,0.065800535
"Santa Fe, NM",0.024245887,0,0.091292295,1.3,2.66,1996-2000,0.123109089
"Savannah, GA",0.024005852,0,0.081082684,1.7,1.88,1996-2000,0.065549093
"Scranton--Wilkes-Barre, PA",0.023718833,0,0.033057915,1.3,0.6,1996-2000,-0.010779104
"Seattle-Bellevue-Kent, WA",0.023559959,0,0.045041554,3.88,1.26,1996-2000,0.093963766
"Sheboygan, WI",0.023246842,0,-0.012549657,1.58,2.74,1996-2000,0.041353517
"Sherman-Denison, TX",0.02323357,0,0.076182483,2.24,1.94,1996-2000,0.078842255
"Shreveport-Bossier City, LA",0.023211002,0,0.044069355,1.4,2.98,1996-2000,0.021000232
"Sioux City, IA-NE-SD",0.023104728,0,0.052959475,0.68,3.68,1996-2000,0.038856286
"Sioux Falls, SD",0.022998752,0,-0.022922634,3.34,3.74,1996-2000,0.112776577
"South Bend-Mishawaka, IN-MI",0.022852132,0,0.047651303,0.94,2.48,1996-2000,0.036779318
"Spokane-Spokane Valley, WA",0.022598145,0,0.002653015,2.02,3.44,1996-2000,0.075434606
"Springfield, IL",0.022019703,0,0.04825729,0.64,0.36,1996-2000,0.030879084
"Springfield, MA",0.021947456,0,0.015198049,1.7,-0.48,1996-2000,0.00343695
"Springfield, MO",0.021883046,0,0.054736854,2.04,3.92,1996-2000,0.11003458
"St. Cloud, MN",0.0217146,0,0.014552204,2.68,3.22,1996-2000,0.060008126
"St. Joseph, MO-KS",0.021517502,0,0.044126258,1.6,1.16,1996-2000,0.024141886
"St. Louis, MO-IL",0.021232839,0,0.103434175,1.36,1.16,1996-2000,0.022040142
"State College, PA",0.021228307,0,0.031450991,1.78,1.66,1996-2000,0.047241758
"Sumter, SC",0.021100123,0,0.054234741,2.12,3.1,1996-2000,0.00973949
"Syracuse, NY",0.020860568,0,0.029947602,1.22,-0.62,1996-2000,-0.006800482
"Tampa-St. Petersburg-Clearwater, FL",0.020446517,0,-0.018378951,3.38,2.58,1996-2000,0.076396242
"Terre Haute, IN",0.019972605,0,0.013468865,-0.4,2.48,1996-2000,0.00542958
"Texarkana, TX-AR",0.01994069,0,0.06606652,1.2,0.22,1996-2000,0.039256276
"Toledo, OH",0.019851249,0,0.089164216,1.28,1.82,1996-2000,0.003312227
"Topeka, KS",0.019837544,0,0.00232099,1.04,1.94,1996-2000,0.027256874
"Tucson, AZ",0.019591707,0,0.032790486,3.02,3.86,1996-2000,0.124817377
"Tulsa, OK",0.019132594,0,0.055771319,2.7,1.74,1996-2000,0.06441818
"Tuscaloosa, AL",0.018813793,0,0.037834035,2.02,2.06,1996-2000,0.046592008
"Tyler, TX",0.018692464,0,0.035124032,2.76,2.8,1996-2000,0.074537384
"Utica-Rome, NY",0.018143172,0,0.02025293,1.38,0,1996-2000,-0.026788463
"Victoria, TX",0.016528794,0,0.030515645,2.24,2.44,1996-2000,0.063394478
"Visalia, CA",0.015550004,0,-0.005644983,2.4,0.54,1996-2000,0.086210492
"Waco, TX",0.015505839,0,0.040353127,1.68,2.28,1996-2000,0.062536983
"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.013844069,0,0.009779764,3.46,0.7,1996-2000,0.063469214
"Waterloo-Cedar Falls, IA",0.013822666,0,0.0087673,2.28,2.14,1996-2000,0.01687724
"Wausau-Weston, WI",0.013589959,0,0.023447588,2.92,2.8,1996-2000,0.044229833
"West Palm Beach-Boca Raton-Boynton Beach, FL",0.012011593,0,0.095841962,4.74,2.6,1996-2000,0.144539879
"Wheeling, WV-OH",0.011384266,0,0.09434855,0.88,0.88,1996-2000,-0.019425849
"Wichita Falls, TX",0.011383829,0,0.026481203,0.68,2.46,1996-2000,0.038266392
"Wichita, KS",0.010774625,0,0.077872559,2.42,1.34,1996-2000,0.059971449
"Williamsport, PA",0.010648021,0,0.068185099,1.24,0.72,1996-2000,0.005603038
"Wilmington, NC",0.010219581,0,-0.004182445,3.62,4.26,1996-2000,0.167501798
"Yakima, WA",0.007123654,0,0.029277422,1.24,1.92,1996-2000,0.0857169
"York-Hanover, PA",0.006942293,0,0.022180797,1.56,0.82,1996-2000,0.060285632
"Youngstown-Warren-Boardman, OH-PA",0.004870472,0,0.021162108,0.26,0.82,1996-2000,-0.005129691
"Yuba City, CA",0.003498218,0,0.040679161,3.3,0.66,1996-2000,0.065169352
"Yuma, AZ",-0.025265169,0,0.009488024,3.34,4.5,1996-2000,0.223535513
"Abilene, TX",0.042972669,0,0.029367749,0.68,2.26,2001-2005,0.015502784
"Akron, OH",0.033109459,0,0.043440509,0.94,2.04,2001-2005,0.005910929
"Albany, GA",0.04962289,0,0.032702859,0.04,2.76,2001-2005,-0.001664536
"Albany-Schenectady-Troy, NY",0.107889842,0,0.010219581,1.66,-0.06,2001-2005,0.026788752
"Albuquerque, NM",0.070461678,0,0.010648021,2.22,3.84,2001-2005,0.102614409
"Alexandria, LA",0.048459525,0,0.048857438,1.64,2,2001-2005,0.030181957
"Allentown-Bethlehem-Easton, PA-NJ",0.103235342,0,0.019837544,2.3,0.48,2001-2005,0.053138748
"Altoona, PA",0.050591579,0,0.031084849,1.4,0.88,2001-2005,-0.00798814
"Amarillo, TX",0.042593787,0,0.034566807,1.34,2.96,2001-2005,0.050295305
"Ames, IA",0.041764121,0,0.045833177,2.74,1.38,2001-2005,0.058083594
"Anchorage, AK",0.091363295,0,0.033449225,2.72,1.74,2001-2005,0.091575205
"Ann Arbor, MI",0.043393999,0,0.075666579,2.02,-0.46,2001-2005,-0.006477283
"Anniston-Oxford, AL",0.051422677,0,0.040536626,0.9,0.66,2001-2005,0.027779219
"Appleton, WI",0.045692932,0,0.039440918,2.28,2.98,2001-2005,0.05799995
"Asheville, NC",0.074962031,0,0.062873308,1.48,2.54,2001-2005,0.072773684
"Athens-Clarke County, GA",0.050814111,0,0.054004011,0.94,2.5,2001-2005,0.076723647
"Atlanta-Sandy Springs-Alpharetta, GA",0.047861574,0,0.05786698,3.68,3.72,2001-2005,0.113696992
"Atlantic City-Hammonton, NJ",0.154268323,0,0.040577047,1.24,0.42,2001-2005,0.042640348
"Auburn-Opelika, AL",0.060386547,0,0.03575605,1.64,2.26,2001-2005,0.10388599
"Augusta-Richmond County, GA-SC",0.054446502,0,0.024793015,1.14,0.14,2001-2005,0.055679088
"Austin-Round Rock-Georgetown, TX",0.031474471,0,0.063269347,5.32,5.98,2001-2005,0.171875239
"Bakersfield, CA",0.193889667,1,0.014306262,2.54,-0.16,2001-2005,0.126501346
"Baltimore-Columbia-Towson, MD",0.142880899,0,0.030793344,2.34,0.06,2001-2005,0.030383576
"Bangor, ME",0.090763325,0,0.029960989,2.6,0.32,2001-2005,0.030597525
"Barnstable Town, MA",0.134035795,0,0.096498505,3.1,2.02,2001-2005,-0.014372282
"Baton Rouge, LA",0.050685969,0,0.042394582,1.48,3.48,2001-2005,0.066164322
"Battle Creek, MI",0.042705635,0,0.059164155,0.78,2.1,2001-2005,-0.00668612
"Bay City, MI",0.035701272,0,0.061196513,1.52,2.36,2001-2005,-0.010889285
"Beaumont-Port Arthur, TX",0.039865205,0,0.029493364,1.52,0.78,2001-2005,0.004734436
"Bellingham, WA",0.128711658,0,0.021100123,2.6,2.42,2001-2005,0.098077454
"Bend, OR",0.130877653,0,0.052474078,5.08,4.28,2001-2005,0.169285279
"Billings, MT",0.077726357,0,0.031412997,2.44,3.44,2001-2005,0.066694053
"Binghamton, NY",0.060271672,0,0.020446517,1.4,-1.1,2001-2005,-0.001179754
"Birmingham-Hoover, AL",0.054608148,0,0.038339581,1.56,2.18,2001-2005,0.035396295
"Bismarck, ND",0.059388969,0,0.032489693,2.24,3.06,2001-2005,0.071652494
"Blacksburg-Christiansburg, VA",0.071356899,0,0.05198311,2.18,1.16,2001-2005,0.037907305
"Bloomington, IL",0.031378238,0,0.032809721,3.22,2.54,2001-2005,0.047877822
"Bloomington, IN",0.041576994,0,0.029079334,1.48,3.28,2001-2005,0.061709035
"Boise City, ID",0.087298482,0,0.026143685,4.58,5.92,2001-2005,0.151691811
"Boston, MA",0.107469553,0,0.094293544,2.3,0.84,2001-2005,0.018172993
"Boulder, CO",0.04084983,0,0.085221091,4.68,4.56,2001-2005,0.044864095
"Bowling Green, KY",0.040237154,0,0.026080565,1.74,4.08,2001-2005,0.099616542
